token_id,contract_address,vehicle_info,scenario_type,training_conversation,value,risk_score,premium,verified
10,0x53092a173c0f9d09e774cd9f900306fb184ec34e,2007 Toyota Prius,verification,"User: ""Is my vehicle ownership verified?""
Bot: Let me check your Toyota Prius (VIN: 55686797...). ✅ Ownership verified, ⚠️ VIN needs verification, ✅ DVLA verified. You can proceed with insurance!",2675,49.2675,0,True
10,0x53092a173c0f9d09e774cd9f900306fb184ec34e,2007 Toyota Prius,claim,"User: ""I need to file a claim for my Toyota""
Bot: I can help you file a claim for your 2007 Toyota Prius. I see you have an active policy. What type of claim is this? (theft/damage/accident). Please have your police report number and photos ready.",2675,49.2675,0,True
11,0xfac8f46f92471eee67d8203daf806b7216a93c26,2007 Jaguar F-Type,analysis,"User: ""Tell me about my Jaguar F-Type""
Bot: I can see your 2007 Jaguar F-Type (Token ID: 11) valued at £6,688. It's located in Southwark (SE1 4FF) which is a medium risk area. Based on its luxury category and location, I calculate a risk score of 79/100. Would you like me to generate an insurance quote?",6688,78.86880000000001,1,True
11,0xfac8f46f92471eee67d8203daf806b7216a93c26,2007 Jaguar F-Type,quote,"User: ""How much would it cost to insure my Jaguar?""
Bot: For your 2007 Jaguar F-Type worth £6,688, I recommend standard coverage. Given its location in Southwark and risk score of 79/100, the estimated premium is £1/month. This covers theft, damage, and total loss. Shall I create a policy quote?",6688,78.86880000000001,1,True
11,0xfac8f46f92471eee67d8203daf806b7216a93c26,2007 Jaguar F-Type,verification,"User: ""Is my vehicle ownership verified?""
Bot: Let me check your Jaguar F-Type (VIN: 47328152...). ✅ Ownership verified, ✅ VIN verified, ⚠️ DVLA verification pending. You can proceed with insurance!",6688,78.86880000000001,1,True
11,0xfac8f46f92471eee67d8203daf806b7216a93c26,2007 Jaguar F-Type,claim,"User: ""What's the status of my claim?""
Bot: Your previous claim for the Jaguar F-Type was processed. You have 1 claim on record. This may affect future premiums. Would you like to file a new claim?",6688,78.86880000000001,1,True
12,0x6c5b90ce802b126ef4e0c42bdb254be2fa5f725e,2002 Ferrari 250GT,analysis,"User: ""Tell me about my Ferrari 250GT""
Bot: I can see your 2002 Ferrari 250GT (Token ID: 12) valued at £17,631. It's located in Islington (N1 8UC) which is a medium risk area. Based on its supercar category and location, I calculate a risk score of 93/100. Would you like me to generate an insurance quote?",17631,93.2631,5,True
12,0x6c5b90ce802b126ef4e0c42bdb254be2fa5f725e,2002 Ferrari 250GT,quote,"User: ""How much would it cost to insure my Ferrari?""
Bot: For your 2002 Ferrari 250GT worth £17,631, I recommend standard coverage. Given its location in Islington and risk score of 93/100, the estimated premium is £5/month. This covers theft, damage, and total loss. Shall I create a policy quote?",17631,93.2631,5,True
12,0x6c5b90ce802b126ef4e0c42bdb254be2fa5f725e,2002 Ferrari 250GT,verification,"User: ""Is my vehicle ownership verified?""
Bot: Let me check your Ferrari 250GT (VIN: 86662111...). ✅ Ownership verified, ✅ VIN verified, ✅ DVLA verified. You can proceed with insurance!",17631,93.2631,5,True
12,0x6c5b90ce802b126ef4e0c42bdb254be2fa5f725e,2002 Ferrari 250GT,claim,"User: ""I need to file a claim for my Ferrari""
Bot: I can help you file a claim for your 2002 Ferrari 250GT. I need to check your policy status first. What type of claim is this? (theft/damage/accident). Please have your police report number and photos ready.",17631,93.2631,5,True
13,0x53092a17170c4bbe89f0ed4a8022533fe0762d79,2010 Toyota Corolla,analysis,"User: ""Tell me about my Toyota Corolla""
Bot: I can see your 2010 Toyota Corolla (Token ID: 13) valued at £2,862. It's located in Chelsea (SW3 6OU) which is a high risk area. Based on its standard category and location, I calculate a risk score of 53/100. Would you like me to generate an insurance quote?",2862,52.7862,0,True
13,0x53092a17170c4bbe89f0ed4a8022533fe0762d79,2010 Toyota Corolla,quote,"User: ""How much would it cost to insure my Toyota?""
Bot: For your 2010 Toyota Corolla worth £2,862, I recommend standard coverage. Given its location in Chelsea and risk score of 53/100, the estimated premium is £0/month. This covers theft, damage, and total loss. Shall I create a policy quote?",2862,52.7862,0,True
13,0x53092a17170c4bbe89f0ed4a8022533fe0762d79,2010 Toyota Corolla,verification,"User: ""Is my vehicle ownership verified?""
Bot: Let me check your Toyota Corolla (VIN: 05985743...). ✅ Ownership verified, ⚠️ VIN needs verification, ⚠️ DVLA verification pending. You can proceed with insurance!",2862,52.7862,0,True
13,0x53092a17170c4bbe89f0ed4a8022533fe0762d79,2010 Toyota Corolla,claim,"User: ""I need to file a claim for my Toyota""
Bot: I can help you file a claim for your 2010 Toyota Corolla. I see you have an active policy. What type of claim is this? (theft/damage/accident). Please have your police report number and photos ready.",2862,52.7862,0,True
14,0x92b457e475366896ca197c21f216d3e5e1f460c6,2013 Audi A8,analysis,"User: ""Tell me about my Audi A8""
Bot: I can see your 2013 Audi A8 (Token ID: 14) valued at £18,383. It's located in Tower Hamlets (E1 2PP) which is a high risk area. Based on its premium category and location, I calculate a risk score of 68/100. Would you like me to generate an insurance quote?",18383,67.8383,4,True
14,0x92b457e475366896ca197c21f216d3e5e1f460c6,2013 Audi A8,quote,"User: ""How much would it cost to insure my Audi?""
Bot: For your 2013 Audi A8 worth £18,383, I recommend standard coverage. Given its location in Tower Hamlets and risk score of 68/100, the estimated premium is £4/month. This covers theft, damage, and total loss. Shall I create a policy quote?",18383,67.8383,4,True
14,0x92b457e475366896ca197c21f216d3e5e1f460c6,2013 Audi A8,verification,"User: ""Is my vehicle ownership verified?""
Bot: Let me check your Audi A8 (VIN: 71690263...). ✅ Ownership verified, ✅ VIN verified, ✅ DVLA verified. You can proceed with insurance!",18383,67.8383,4,True
14,0x92b457e475366896ca197c21f216d3e5e1f460c6,2013 Audi A8,claim,"User: ""I need to file a claim for my Audi""
Bot: I can help you file a claim for your 2013 Audi A8. I see you have an active policy. What type of claim is this? (theft/damage/accident). Please have your police report number and photos ready.",18383,67.8383,4,True
15,0xe697147224105cbf893b3f5acc71683e9b50732e,2018 Aston Martin DB9,analysis,"User: ""Tell me about my Aston Martin DB9""
Bot: I can see your 2018 Aston Martin DB9 (Token ID: 15) valued at £41,838. It's located in Chelsea (SW3 6RX) which is a high risk area. Based on its luxury category and location, I calculate a risk score of 88/100. Would you like me to generate an insurance quote?",41838,88.4838,14,True
15,0xe697147224105cbf893b3f5acc71683e9b50732e,2018 Aston Martin DB9,quote,"User: ""How much would it cost to insure my Aston Martin?""
Bot: For your 2018 Aston Martin DB9 worth £41,838, I recommend comprehensive coverage. Given its location in Chelsea and risk score of 88/100, the estimated premium is £14/month. This covers theft, damage, and total loss. Shall I create a policy quote?",41838,88.4838,14,True
15,0xe697147224105cbf893b3f5acc71683e9b50732e,2018 Aston Martin DB9,verification,"User: ""Is my vehicle ownership verified?""
Bot: Let me check your Aston Martin DB9 (VIN: 56647749...). ✅ Ownership verified, ✅ VIN verified, ✅ DVLA verified. You can proceed with insurance!",41838,88.4838,14,True
15,0xe697147224105cbf893b3f5acc71683e9b50732e,2018 Aston Martin DB9,claim,"User: ""I need to file a claim for my Aston Martin""
Bot: I can help you file a claim for your 2018 Aston Martin DB9. I see you have an active policy. What type of claim is this? (theft/damage/accident). Please have your police report number and photos ready.",41838,88.4838,14,True
16,0xbcb48dddc2f30f224ea16f2f3b235dabb31b214d,2021 BMW X5,analysis,"User: ""Tell me about my BMW X5""
Bot: I can see your 2021 BMW X5 (Token ID: 16) valued at £21,491. It's located in Enfield (EN1 6WR) which is a medium risk area. Based on its premium category and location, I calculate a risk score of 59/100. Would you like me to generate an insurance quote?",21491,59.1491,3,True
16,0xbcb48dddc2f30f224ea16f2f3b235dabb31b214d,2021 BMW X5,quote,"User: ""How much would it cost to insure my BMW?""
Bot: For your 2021 BMW X5 worth £21,491, I recommend standard coverage. Given its location in Enfield and risk score of 59/100, the estimated premium is £3/month. This covers theft, damage, and total loss. Shall I create a policy quote?",21491,59.1491,3,True
16,0xbcb48dddc2f30f224ea16f2f3b235dabb31b214d,2021 BMW X5,verification,"User: ""Is my vehicle ownership verified?""
Bot: Let me check your BMW X5 (VIN: 01291304...). ✅ Ownership verified, ✅ VIN verified, ✅ DVLA verified. You can proceed with insurance!",21491,59.1491,3,True
16,0xbcb48dddc2f30f224ea16f2f3b235dabb31b214d,2021 BMW X5,claim,"User: ""What's the status of my claim?""
Bot: Your previous claim for the BMW X5 was processed. You have 1 claim on record. This may affect future premiums. Would you like to file a new claim?",21491,59.1491,3,True
17,0x92b457e474bcf73fbc5442254e8019e6f1962465,2009 Audi Q7,analysis,"User: ""Tell me about my Audi Q7""
Bot: I can see your 2009 Audi Q7 (Token ID: 17) valued at £9,218. It's located in Mayfair (W1 6AQ) which is a high risk area. Based on its premium category and location, I calculate a risk score of 69/100. Would you like me to generate an insurance quote?",9218,68.9218,2,True
17,0x92b457e474bcf73fbc5442254e8019e6f1962465,2009 Audi Q7,quote,"User: ""How much would it cost to insure my Audi?""
Bot: For your 2009 Audi Q7 worth £9,218, I recommend standard coverage. Given its location in Mayfair and risk score of 69/100, the estimated premium is £2/month. This covers theft, damage, and total loss. Shall I create a policy quote?",9218,68.9218,2,True
17,0x92b457e474bcf73fbc5442254e8019e6f1962465,2009 Audi Q7,verification,"User: ""Is my vehicle ownership verified?""
Bot: Let me check your Audi Q7 (VIN: 22049177...). ✅ Ownership verified, ✅ VIN verified, ⚠️ DVLA verification pending. You can proceed with insurance!",9218,68.9218,2,True
17,0x92b457e474bcf73fbc5442254e8019e6f1962465,2009 Audi Q7,claim,"User: ""What's the status of my claim?""
Bot: Your previous claim for the Audi Q7 was processed. You have 1 claim on record. This may affect future premiums. Would you like to file a new claim?",9218,68.9218,2,True
18,0xbada04e2891be5f595f33b71b0756b56972b0c19,2017 Volkswagen Polo,analysis,"User: ""Tell me about my Volkswagen Polo""
Bot: I can see your 2017 Volkswagen Polo (Token ID: 18) valued at £4,105. It's located in Islington (N1 8RQ) which is a medium risk area. Based on its standard category and location, I calculate a risk score of 44/100. Would you like me to generate an insurance quote?",4105,44.4105,0,True
18,0xbada04e2891be5f595f33b71b0756b56972b0c19,2017 Volkswagen Polo,quote,"User: ""How much would it cost to insure my Volkswagen?""
Bot: For your 2017 Volkswagen Polo worth £4,105, I recommend standard coverage. Given its location in Islington and risk score of 44/100, the estimated premium is £0/month. This covers theft, damage, and total loss. Shall I create a policy quote?",4105,44.4105,0,True
18,0xbada04e2891be5f595f33b71b0756b56972b0c19,2017 Volkswagen Polo,verification,"User: ""Is my vehicle ownership verified?""
Bot: Let me check your Volkswagen Polo (VIN: 22605036...). ✅ Ownership verified, ✅ VIN verified, ⚠️ DVLA verification pending. You can proceed with insurance!",4105,44.4105,0,True
18,0xbada04e2891be5f595f33b71b0756b56972b0c19,2017 Volkswagen Polo,claim,"User: ""I need to file a claim for my Volkswagen""
Bot: I can help you file a claim for your 2017 Volkswagen Polo. I see you have an active policy. What type of claim is this? (theft/damage/accident). Please have your police report number and photos ready.",4105,44.4105,0,True
19,0x891b24e4e4558a5229ef62c043b6d8f9372d8617,2004 McLaren 570S,analysis,"User: ""Tell me about my McLaren 570S""
Bot: I can see your 2004 McLaren 570S (Token ID: 19) valued at £31,247. It's located in Islington (N1 3TH) which is a medium risk area. Based on its supercar category and location, I calculate a risk score of 94/100. Would you like me to generate an insurance quote?",31247,93.6247,9,True
19,0x891b24e4e4558a5229ef62c043b6d8f9372d8617,2004 McLaren 570S,quote,"User: ""How much would it cost to insure my McLaren?""
Bot: For your 2004 McLaren 570S worth £31,247, I recommend comprehensive coverage. Given its location in Islington and risk score of 94/100, the estimated premium is £9/month. This covers theft, damage, and total loss. Shall I create a policy quote?",31247,93.6247,9,True
19,0x891b24e4e4558a5229ef62c043b6d8f9372d8617,2004 McLaren 570S,verification,"User: ""Is my vehicle ownership verified?""
Bot: Let me check your McLaren 570S (VIN: 36914964...). ✅ Ownership verified, ✅ VIN verified, ✅ DVLA verified. You can proceed with insurance!",31247,93.6247,9,True
19,0x891b24e4e4558a5229ef62c043b6d8f9372d8617,2004 McLaren 570S,claim,"User: ""What's the status of my claim?""
Bot: Your previous claim for the McLaren 570S was processed. You have 1 claim on record. This may affect future premiums. Would you like to file a new claim?",31247,93.6247,9,True
20,0x891b24e4e2a384b415cf8db46ec2aff731caf7bd,2000 McLaren 720S,analysis,"User: ""Tell me about my McLaren 720S""
Bot: I can see your 2000 McLaren 720S (Token ID: 20) valued at £27,360. It's located in Tower Hamlets (E1 4XG) which is a high risk area. Based on its supercar category and location, I calculate a risk score of 95/100. Would you like me to generate an insurance quote?",27360,95.0,10,True
20,0x891b24e4e2a384b415cf8db46ec2aff731caf7bd,2000 McLaren 720S,quote,"User: ""How much would it cost to insure my McLaren?""
Bot: For your 2000 McLaren 720S worth £27,360, I recommend standard coverage. Given its location in Tower Hamlets and risk score of 95/100, the estimated premium is £10/month. This covers theft, damage, and total loss. Shall I create a policy quote?",27360,95.0,10,True
20,0x891b24e4e2a384b415cf8db46ec2aff731caf7bd,2000 McLaren 720S,verification,"User: ""Is my vehicle ownership verified?""
Bot: Let me check your McLaren 720S (VIN: 09679650...). ✅ Ownership verified, ✅ VIN verified, ✅ DVLA verified. You can proceed with insurance!",27360,95.0,10,True
20,0x891b24e4e2a384b415cf8db46ec2aff731caf7bd,2000 McLaren 720S,claim,"User: ""What's the status of my claim?""
Bot: Your previous claim for the McLaren 720S was processed. You have 1 claim on record. This may affect future premiums. Would you like to file a new claim?",27360,95.0,10,True
21,0xa9cebc9306b597a7a46371463b689bb4f9378348,2001 Porsche Cayenne,analysis,"User: ""Tell me about my Porsche Cayenne""
Bot: I can see your 2001 Porsche Cayenne (Token ID: 21) valued at £7,434. It's located in Southwark (SE1 4GI) which is a medium risk area. Based on its sports category and location, I calculate a risk score of 78/100. Would you like me to generate an insurance quote?",7434,77.7434,1,False
21,0xa9cebc9306b597a7a46371463b689bb4f9378348,2001 Porsche Cayenne,quote,"User: ""How much would it cost to insure my Porsche?""
Bot: For your 2001 Porsche Cayenne worth £7,434, I recommend standard coverage. Given its location in Southwark and risk score of 78/100, the estimated premium is £1/month. This covers theft, damage, and total loss. Shall I create a policy quote?",7434,77.7434,1,False
21,0xa9cebc9306b597a7a46371463b689bb4f9378348,2001 Porsche Cayenne,verification,"User: ""Is my vehicle ownership verified?""
Bot: Let me check your Porsche Cayenne (VIN: 97342138...). ⚠️ Ownership needs verification, ✅ VIN verified, ✅ DVLA verified. Please upload your V5C document for verification.",7434,77.7434,1,False
21,0xa9cebc9306b597a7a46371463b689bb4f9378348,2001 Porsche Cayenne,claim,"User: ""I need to file a claim for my Porsche""
Bot: I can help you file a claim for your 2001 Porsche Cayenne. I see you have an active policy. What type of claim is this? (theft/damage/accident). Please have your police report number and photos ready.",7434,77.7434,1,False
22,0xbcb48ddd39a51446fdb77d6791aa793478e6118b,2016 BMW X5,analysis,"User: ""Tell me about my BMW X5""
Bot: I can see your 2016 BMW X5 (Token ID: 22) valued at £14,164. It's located in Mayfair (W1 4OR) which is a high risk area. Based on its premium category and location, I calculate a risk score of 66/100. Would you like me to generate an insurance quote?",14164,65.9164,4,True
22,0xbcb48ddd39a51446fdb77d6791aa793478e6118b,2016 BMW X5,quote,"User: ""How much would it cost to insure my BMW?""
Bot: For your 2016 BMW X5 worth £14,164, I recommend standard coverage. Given its location in Mayfair and risk score of 66/100, the estimated premium is £4/month. This covers theft, damage, and total loss. Shall I create a policy quote?",14164,65.9164,4,True
